Channel Parameters
StreamOrder
10,1,  'Bw     HLINK   ChSSlp   MannN'
1, 0.4072586756320334, 0.02, 3.0, 3.6309210444788076
2, 0.8145173512640668, 0.02, 1.0, 2.310586119213786
3, 1.3575289187734447, 0.02, 0.5, 0.9902511939487655
4, 2.7150578375468895, 0.03, 0.18, 0.6601674626325105
5, 5.430115675093779, 0.03, 0.05, 0.46211722384275733
6, 10.860231350187558, 0.03, 0.05, 0.33008373131625524
7, 16.290347025281335, 0.03, 0.05, 0.26406698505300413
8, 19.005404862828225, 0.1, 0.05, 0.1980502387897531
9, 21.720462700375116, 0.3, 0.05, 0.13203349252650207
10, 27.150578375468893, 0.3, 0.05, 0.06601674626325103
